0.0000,201.0000,21.0000,201.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,201.0000,0.0000,201.0000,201.0000,201.0000,201.0000,201.0000,201.0000
181.0000,0.0000,21.0000,201.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,201.0000,0.0000,201.0000,201.0000,201.0000,201.0000,201.0000,201.0000
181.0000,181.0000,0.0000,182.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,182.0000,0.0000,182.0000,182.0000,182.0000,182.0000,182.0000,182.0000
181.0000,181.0000,19.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,0.0000,200.0000,200.0000,200.0000,200.0000,200.0000,200.0000
0.0000,0.0000,0.0000,0.0000,0.0000,219.0000,219.0000,219.0000,219.0000,219.0000,219.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,0.0000,219.0000,219.0000,219.0000,219.0000,219.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,0.0000,219.0000,219.0000,219.0000,219.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,0.0000,219.0000,219.0000,219.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,199.0000,0.0000,219.0000,219.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,199.0000,199.0000,0.0000,219.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,0.0000,219.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,0.0000,219.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,0.0000,0.0000,219.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,200.0000,200.0000,200.0000,200.0000,200.0000,200.0000
0.0000,0.0000,0.0000,0.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,199.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181.0000,0.0000,0.0000,200.0000,200.0000,200.0000,200.0000,200.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181.0000,0.0000,181.0000,0.0000,200.0000,200.0000,200.0000,200.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181.0000,0.0000,181.0000,181.0000,0.0000,200.0000,200.0000,200.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181.0000,0.0000,181.0000,181.0000,181.0000,0.0000,200.0000,200.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181.0000,0.0000,181.0000,181.0000,181.0000,181.0000,0.0000,200.0000
181.0000,181.0000,19.0000,181.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,181.0000,0.0000,181.0000,181.0000,181.0000,181.0000,181.0000,0.0000
