 (1.734885255613023219e+03+0.000000000000000000e+00j)
 (1.879420089962498878e+03+0.000000000000000000e+00j)
 (-2.036096190906878789e+01+0.000000000000000000e+00j)
 (-1.902453273075976199e+02+2.926333922527317810e+01j)
 (-1.902453273075976199e+02-2.926333922527317810e+01j)
 (-1.905981144389025417e+02+1.316255733601136235e+01j)
 (-1.905981144389025417e+02-1.316255733601136235e+01j)
 (-1.905950688513462978e+02+7.002342452296638875e+00j)
 (-1.905950688513462978e+02-7.002342452296638875e+00j)
 (-1.905547252649233485e+02+3.149746342913136488e+00j)
 (-1.905547252649233485e+02-3.149746342913136488e+00j)
 (-1.905378219784131204e+02+0.000000000000000000e+00j)
 (-2.084986706840923034e+02+3.076944733239355756e+01j)
 (-2.084986706840923034e+02-3.076944733239355756e+01j)
 (-2.088614119117970631e+02+1.376290583416952629e+01j)
 (-2.088614119117970631e+02-1.376290583416952629e+01j)
 (-2.089268420390553729e+02+7.265170770100640496e+00j)
 (-2.089268420390553729e+02-7.265170770100640496e+00j)
 (-2.089521169134118566e+02+0.000000000000000000e+00j)
 (-2.089470618895970517e+02+3.249114600380752726e+00j)
 (-2.089470618895970517e+02-3.249114600380752726e+00j)
